year,quarter,gouvernorat,gender,education,metric,unit,value,source,is_post_revolution,is_covid_period,is_recent,gender_encoded,education_encoded,is_national,metric_encoded,is_augmented,quarter_num,value_normalized
2012,,Monastir,total,all,count_thousands,count,10.74,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0117
2012,,Monastir,total,all,count_thousands,count,10.59,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0115
2012,,Monastir,total,all,count_thousands,count,10.41,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0113
2012,,Monastir,total,all,count_thousands,count,11.49,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0126
2013,,Monastir,total,all,count_thousands,count,16.31,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0188
2013,,Monastir,total,all,count_thousands,count,15.97,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0184
2013,,Monastir,total,all,count_thousands,count,16.13,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0186
2013,,Monastir,total,all,count_thousands,count,15.46,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0177
2013,,Monastir,total,all,count_thousands,count,17.17,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0199
2014,,Monastir,total,all,count_thousands,count,19.07,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0223
2014,,Monastir,total,all,count_thousands,count,19.06,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0223
2014,,Monastir,total,all,count_thousands,count,19.41,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0228
2014,,Monastir,total,all,count_thousands,count,19.27,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0226
2014,,Monastir,total,all,count_thousands,count,19.13,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0224
2015,,Monastir,total,all,count_thousands,count,12.69,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0142
2015,,Monastir,total,all,count_thousands,count,13.18,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0148
2015,,Monastir,total,all,count_thousands,count,13.73,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0155
2015,,Monastir,total,all,count_thousands,count,13.52,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0152
2015,,Monastir,total,all,count_thousands,count,13.62,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0154
2016,,Monastir,total,all,count_thousands,count,14.77,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0168
2016,,Monastir,total,all,count_thousands,count,14.55,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0166
2016,,Monastir,total,all,count_thousands,count,14.94,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0171
2016,,Monastir,total,all,count_thousands,count,15.03,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0172
2016,,Monastir,total,all,count_thousands,count,15.49,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0178
2007,,Gab�s,total,all,count_thousands,count,15.19,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0174
2007,,Gab�s,total,all,count_thousands,count,16.73,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0193
2007,,Gab�s,total,all,count_thousands,count,15.92,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0183
2007,,Gab�s,total,all,count_thousands,count,15.8,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0182
2007,,Gab�s,total,all,count_thousands,count,15.51,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0178
2008,,Gab�s,total,all,count_thousands,count,15.21,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0174
2008,,Gab�s,total,all,count_thousands,count,16.4,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0189
2008,,Gab�s,total,all,count_thousands,count,16.04,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0185
2008,,Gab�s,total,all,count_thousands,count,15.38,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0176
2008,,Gab�s,total,all,count_thousands,count,15.38,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0176
2009,,Gab�s,total,all,count_thousands,count,18.81,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.022
2009,,Gab�s,total,all,count_thousands,count,19.95,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0235
2009,,Gab�s,total,all,count_thousands,count,18.85,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0221
2009,,Gab�s,total,all,count_thousands,count,18.14,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0211
2009,,Gab�s,total,all,count_thousands,count,18.86,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0221
2010,,Gab�s,total,all,count_thousands,count,19.84,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0233
2010,,Gab�s,total,all,count_thousands,count,18.38,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0215
2010,,Gab�s,total,all,count_thousands,count,19.97,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0235
2010,,Gab�s,total,all,count_thousands,count,19.86,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0233
2010,,Gab�s,total,all,count_thousands,count,20.42,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0241
2012,,Gab�s,total,all,count_thousands,count,29.55,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0357
2012,,Gab�s,total,all,count_thousands,count,28.95,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.035
2012,,Gab�s,total,all,count_thousands,count,27.77,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0335
2012,,Gab�s,total,all,count_thousands,count,27.07,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0326
2012,,Gab�s,total,all,count_thousands,count,30.16,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0365
2013,,Gab�s,total,all,count_thousands,count,26.05,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0313
2013,,Gab�s,total,all,count_thousands,count,26.01,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0312
2013,,Gab�s,total,all,count_thousands,count,25.98,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0312
2013,,Gab�s,total,all,count_thousands,count,26.15,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0314
2013,,Gab�s,total,all,count_thousands,count,25.89,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0311
2014,,Gab�s,total,all,count_thousands,count,21.62,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0256
2014,,Gab�s,total,all,count_thousands,count,21.64,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0256
2014,,Gab�s,total,all,count_thousands,count,21.98,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0261
2014,,Gab�s,total,all,count_thousands,count,21.64,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0256
2014,,Gab�s,total,all,count_thousands,count,21.53,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0255
2015,,Gab�s,total,all,count_thousands,count,29.09,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0351
2015,,Gab�s,total,all,count_thousands,count,28.78,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0347
2015,,Gab�s,total,all,count_thousands,count,30.31,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0367
2015,,Gab�s,total,all,count_thousands,count,26.69,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0321
2015,,Gab�s,total,all,count_thousands,count,29.95,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0362
2016,,Gab�s,total,all,count_thousands,count,30.08,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0364
2016,,Gab�s,total,all,count_thousands,count,27.2,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0327
2016,,Gab�s,total,all,count_thousands,count,28.7,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0346
2016,,Gab�s,total,all,count_thousands,count,28.68,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0346
2016,,Gab�s,total,all,count_thousands,count,27.78,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0335
2007,,Gafsa,total,all,count_thousands,count,15.63,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0179
2007,,Gafsa,total,all,count_thousands,count,15.47,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0177
2007,,Gafsa,total,all,count_thousands,count,16.84,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0195
2007,,Gafsa,total,all,count_thousands,count,16.45,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.019
2007,,Gafsa,total,all,count_thousands,count,16.61,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0192
2008,,Gafsa,total,all,count_thousands,count,22.48,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0267
2008,,Gafsa,total,all,count_thousands,count,21.25,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0251
2008,,Gafsa,total,all,count_thousands,count,21.65,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0256
2008,,Gafsa,total,all,count_thousands,count,22.32,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0265
2008,,Gafsa,total,all,count_thousands,count,21.19,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.025
2009,,Gafsa,total,all,count_thousands,count,22.47,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0267
2009,,Gafsa,total,all,count_thousands,count,21.84,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0259
2009,,Gafsa,total,all,count_thousands,count,21.75,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0258
2009,,Gafsa,total,all,count_thousands,count,22.47,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0267
2009,,Gafsa,total,all,count_thousands,count,22.29,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0265
2010,,Gafsa,total,all,count_thousands,count,29.68,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0359
2010,,Gafsa,total,all,count_thousands,count,31.04,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0376
2010,,Gafsa,total,all,count_thousands,count,29.03,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0351
2010,,Gafsa,total,all,count_thousands,count,30.55,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.037
2010,,Gafsa,total,all,count_thousands,count,30.53,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.037
2012,,Gafsa,total,all,count_thousands,count,30.71,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0372
2012,,Gafsa,total,all,count_thousands,count,31.3,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.038
2012,,Gafsa,total,all,count_thousands,count,29.84,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0361
2012,,Gafsa,total,all,count_thousands,count,31.86,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0387
2012,,Gafsa,total,all,count_thousands,count,30.83,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0374
2013,,Gafsa,total,all,count_thousands,count,26.58,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0319
2013,,Gafsa,total,all,count_thousands,count,27.85,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0336
2013,,Gafsa,total,all,count_thousands,count,26.43,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0317
2013,,Gafsa,total,all,count_thousands,count,25.86,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.031
2013,,Gafsa,total,all,count_thousands,count,25.74,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0309
2014,,Gafsa,total,all,count_thousands,count,29.53,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0357
2014,,Gafsa,total,all,count_thousands,count,27.89,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0336
2014,,Gafsa,total,all,count_thousands,count,30.53,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.037
2014,,Gafsa,total,all,count_thousands,count,27.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0327
2014,,Gafsa,total,all,count_thousands,count,30.48,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0369
2015,,Gafsa,total,all,count_thousands,count,30.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0366
2015,,Gafsa,total,all,count_thousands,count,29.91,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0362
2015,,Gafsa,total,all,count_thousands,count,29.51,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0357
2015,,Gafsa,total,all,count_thousands,count,30.36,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0368
2015,,Gafsa,total,all,count_thousands,count,29.97,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0363
2016,,Gafsa,total,all,count_thousands,count,32.03,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0389
2016,,Gafsa,total,all,count_thousands,count,31.11,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0377
2016,,Gafsa,total,all,count_thousands,count,31.14,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0378
2016,,Gafsa,total,all,count_thousands,count,30.66,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0372
2016,,Gafsa,total,all,count_thousands,count,30.95,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0375
2007,,Kef,total,all,count_thousands,count,14.13,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.016
2007,,Kef,total,all,count_thousands,count,13.28,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0149
2007,,Kef,total,all,count_thousands,count,13.43,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0151
2007,,Kef,total,all,count_thousands,count,14.31,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0162
2007,,Kef,total,all,count_thousands,count,14.07,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0159
2008,,Kef,total,all,count_thousands,count,10.94,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0119
2008,,Kef,total,all,count_thousands,count,11.01,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.012
2008,,Kef,total,all,count_thousands,count,11.11,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0122
2008,,Kef,total,all,count_thousands,count,10.82,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0118
2008,,Kef,total,all,count_thousands,count,10.74,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0117
2009,,Kef,total,all,count_thousands,count,12.07,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0134
2009,,Kef,total,all,count_thousands,count,11.65,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0128
2009,,Kef,total,all,count_thousands,count,12.15,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0135
2009,,Kef,total,all,count_thousands,count,11.39,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0125
2009,,Kef,total,all,count_thousands,count,12.37,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0138
2010,,Kef,total,all,count_thousands,count,13.18,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0148
2010,,Kef,total,all,count_thousands,count,13.1,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0147
2010,,Kef,total,all,count_thousands,count,13.38,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0151
2010,,Kef,total,all,count_thousands,count,13.65,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0154
2010,,Kef,total,all,count_thousands,count,13.4,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0151
2012,,Kef,total,all,count_thousands,count,12.28,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0137
2012,,Kef,total,all,count_thousands,count,12.5,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0139
2012,,Kef,total,all,count_thousands,count,12.76,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0143
2012,,Kef,total,all,count_thousands,count,13.01,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0146
2012,,Kef,total,all,count_thousands,count,13.2,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0148
2013,,Kef,total,all,count_thousands,count,10.76,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0117
2013,,Kef,total,all,count_thousands,count,11.06,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0121
2013,,Kef,total,all,count_thousands,count,10.75,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0117
2013,,Kef,total,all,count_thousands,count,10.8,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0118
2013,,Kef,total,all,count_thousands,count,10.54,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0114
2014,,Kef,total,all,count_thousands,count,15.56,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0178
2014,,Kef,total,all,count_thousands,count,15.35,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0176
2014,,Kef,total,all,count_thousands,count,15.53,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0178
2014,,Kef,total,all,count_thousands,count,16.51,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0191
2014,,Kef,total,all,count_thousands,count,15.54,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0178
2015,,Kef,total,all,count_thousands,count,9.71,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0104
2015,,Kef,total,all,count_thousands,count,9.13,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0096
2015,,Kef,total,all,count_thousands,count,9.05,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0095
2015,,Kef,total,all,count_thousands,count,8.77,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0092
2015,,Kef,total,all,count_thousands,count,9.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0097
2016,,Kef,total,all,count_thousands,count,9.83,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0105
2016,,Kef,total,all,count_thousands,count,10.04,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0108
2016,,Kef,total,all,count_thousands,count,10.77,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0117
2016,,Kef,total,all,count_thousands,count,9.97,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0107
2016,,Kef,total,all,count_thousands,count,10.34,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0112
2007,,B�ja,total,all,count_thousands,count,12.73,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0142
2007,,B�ja,total,all,count_thousands,count,12.99,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0146
2007,,B�ja,total,all,count_thousands,count,13.69,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0155
2007,,B�ja,total,all,count_thousands,count,12.76,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0143
2007,,B�ja,total,all,count_thousands,count,13.71,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0155
2008,,B�ja,total,all,count_thousands,count,19.4,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0228
2008,,B�ja,total,all,count_thousands,count,18.68,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0218
2008,,B�ja,total,all,count_thousands,count,19.36,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0227
2008,,B�ja,total,all,count_thousands,count,19.55,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0229
2008,,B�ja,total,all,count_thousands,count,19.35,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0227
2009,,B�ja,total,all,count_thousands,count,16.2,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0187
2009,,B�ja,total,all,count_thousands,count,16.63,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0192
2009,,B�ja,total,all,count_thousands,count,16.87,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0195
2009,,B�ja,total,all,count_thousands,count,16.96,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0196
2009,,B�ja,total,all,count_thousands,count,17.32,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0201
2010,,B�ja,total,all,count_thousands,count,12.06,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0134
2010,,B�ja,total,all,count_thousands,count,11.52,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0127
2010,,B�ja,total,all,count_thousands,count,12.14,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0135
2010,,B�ja,total,all,count_thousands,count,12.22,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0136
2010,,B�ja,total,all,count_thousands,count,12.2,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0136
2012,,B�ja,total,all,count_thousands,count,22.71,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.027
2012,,B�ja,total,all,count_thousands,count,22.55,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0268
2012,,B�ja,total,all,count_thousands,count,22.3,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0265
2012,,B�ja,total,all,count_thousands,count,21.95,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.026
2012,,B�ja,total,all,count_thousands,count,20.9,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0247
2013,,B�ja,total,all,count_thousands,count,23.3,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0277
2013,,B�ja,total,all,count_thousands,count,23.14,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0275
2013,,B�ja,total,all,count_thousands,count,23.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0276
2013,,B�ja,total,all,count_thousands,count,22.12,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0262
2013,,B�ja,total,all,count_thousands,count,22.25,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0264
2014,,B�ja,total,all,count_thousands,count,18.57,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0217
2014,,B�ja,total,all,count_thousands,count,17.98,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0209
2014,,B�ja,total,all,count_thousands,count,18.37,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0214
2014,,B�ja,total,all,count_thousands,count,18.02,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.021
2014,,B�ja,total,all,count_thousands,count,18.02,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.021
2015,,B�ja,total,all,count_thousands,count,19.53,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0229
2015,,B�ja,total,all,count_thousands,count,18.71,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0219
2015,,B�ja,total,all,count_thousands,count,19.05,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0223
2015,,B�ja,total,all,count_thousands,count,18.74,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0219
2015,,B�ja,total,all,count_thousands,count,18.75,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0219
2016,,B�ja,total,all,count_thousands,count,20.81,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0246
2016,,B�ja,total,all,count_thousands,count,21.14,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.025
2016,,B�ja,total,all,count_thousands,count,20.7,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0244
2016,,B�ja,total,all,count_thousands,count,21.79,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0258
2016,,B�ja,total,all,count_thousands,count,20.44,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0241
2007,,Siliana,total,all,count_thousands,count,10.94,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0119
2007,,Siliana,total,all,count_thousands,count,10.85,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0118
2007,,Siliana,total,all,count_thousands,count,11.48,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0126
2007,,Siliana,total,all,count_thousands,count,11.06,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0121
2007,,Siliana,total,all,count_thousands,count,11.34,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0125
2008,,Siliana,total,all,count_thousands,count,10.51,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0114
2008,,Siliana,total,all,count_thousands,count,11.09,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0121
2008,,Siliana,total,all,count_thousands,count,11.29,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0124
2008,,Siliana,total,all,count_thousands,count,11.03,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0121
2008,,Siliana,total,all,count_thousands,count,11.35,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0125
2009,,Siliana,total,all,count_thousands,count,13.78,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0156
2009,,Siliana,total,all,count_thousands,count,14.59,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0166
2009,,Siliana,total,all,count_thousands,count,14.97,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0171
2009,,Siliana,total,all,count_thousands,count,13.85,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0157
2009,,Siliana,total,all,count_thousands,count,13.81,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0156
2010,,Siliana,total,all,count_thousands,count,13.57,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0153
2010,,Siliana,total,all,count_thousands,count,13.62,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0154
2010,,Siliana,total,all,count_thousands,count,12.8,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0143
2010,,Siliana,total,all,count_thousands,count,12.84,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0144
2010,,Siliana,total,all,count_thousands,count,12.89,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0144
2012,,Siliana,total,all,count_thousands,count,11.52,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0127
2012,,Siliana,total,all,count_thousands,count,11.67,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0129
2012,,Siliana,total,all,count_thousands,count,11.64,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0128
2012,,Siliana,total,all,count_thousands,count,11.72,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0129
2012,,Siliana,total,all,count_thousands,count,11.99,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0133
2013,,Siliana,total,all,count_thousands,count,16.11,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0186
2013,,Siliana,total,all,count_thousands,count,16.74,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0194
2013,,Siliana,total,all,count_thousands,count,15.52,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0178
2013,,Siliana,total,all,count_thousands,count,16.47,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.019
2013,,Siliana,total,all,count_thousands,count,15.9,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0183
2014,,Siliana,total,all,count_thousands,count,11.98,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0133
2014,,Siliana,total,all,count_thousands,count,12.24,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0136
2014,,Siliana,total,all,count_thousands,count,11.6,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0128
2014,,Siliana,total,all,count_thousands,count,12.14,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0135
2014,,Siliana,total,all,count_thousands,count,12.06,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0134
